ID	ID_PGDP	group	family	genus	species	subspecies	species_full	species_short	species_genotyping	reference	SEX	len_chrA	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_chrY_contigs_shorter_than_1Mb	total_seq_chrA	total_seq_chrX	total_seq_chrY	len_cov_chrA	len_cov_chrX	len_cov_chrY	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_gw	rel_frac_cov_YX	nonN_frac	frac_cov_gw_cor	threshold	threshold_chrX	good_frac_cov	cov_chrA	cov_chrX	cov_chrY	cov_gw	rel_cov_chrX	gSEX	gSEX_source	callable_chrA	callable_chrX	GT00_chrA	GT01_chrA	GT11_chrA	GTmis_chrA	GT00_chrX	GT0_chrX	GT01_chrX	GT11_chrX	GT1_chrX	GTmis_chrX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	hem_alt_chrX	rel_chrX_hom_alt	mis_chrA	mis_chrX	div_chrA	clade	subclade_split	sample_used_for_q	q25_div_chrA	q50_div_chrA	q75_div_chrA	q25_frac_cov_chrA	q50_frac_cov_chrA	q75_frac_cov_chrA	zscore_div_chrA	zscore_frac_cov_chrA	dupl_group	remove_as_duplicate	low_mis	low_frac_cov_qc	high_div_chrA_qc	high_mis_qc	low_div_chrA_qc	masterQC	manual_fix	reason	finalQC	Kuderna_AB_QC	Kuderna_COV_QC	relatives	remove_as_relative	generation	founder	remove_manual	pedigree_source	MQ1kb	MQ1Mb	total_reads	mapped_reads	properly_paired_reads	f_mapped_reads
SAMN08978228	SAMN08978228	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	102386076245	2664925564	NA	2782642317	139866124	NA	0.9909	0.9949	NA	0.9911	NA	1	0.9911	0.9	0.9	TRUE	36.7946	19.0534	NA	35.9455	0.5178	M	chrX	2469212202	132290109	29043907	11185836	5502806	1004497	NA	982569	NA	NA	385553	14658	0.0045301	NA	NA	0.0022286	NA	0.0029145	NA	0.0004068	0.0001108	0.0044936	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.2004	-0.2041	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978225;SAMN08978226;SAMN08978227	TRUE	F2	FALSE	NA	30270182	50.5431	52.916	794310308	761861116	741077454	0.959
SAMN08978229	SAMN08978229	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	103860773294	5155716361	NA	2791058897	140382074	NA	0.9939	0.9986	NA	0.9941	NA	1	0.9941	0.9	0.9	TRUE	37.212	36.7263	NA	37.1887	0.9869	F	chrX	2469212202	132290109	29247047	11505695	5059371	924933	814882	NA	390830	149798	NA	27270	0.0046597	0.0029543	0.6340246	0.002049	0.0011323	NA	0.5526377	0.0003746	0.0002061	0.0043788	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-0.5236	1.0204	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978232	FALSE	P	TRUE	NA	30270182	50.5576	52.9236	824266060	789017292	766972088	0.957
SAMN08978230	SAMN08978230	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	108303761584	2844744114	NA	2780288275	139987078	NA	0.9901	0.9958	NA	0.9904	NA	1	0.9904	0.9	0.9	TRUE	38.9541	20.3215	NA	38.061	0.5217	M	chrX	2469212202	132290109	28579144	11751014	5488608	918280	NA	1000859	NA	NA	369742	12179	0.004759	NA	NA	0.0022228	NA	0.0027949	NA	0.0003719	9.21e-05	0.0046023	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.8858	-0.5306	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978232	FALSE	P	TRUE	NA	30270182	50.6101	52.9872	839212128	803653521	781264366	0.958
SAMN08978231	SAMN08978231	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	107920995869	2819065919	NA	2789864193	139987200	NA	0.9935	0.9958	NA	0.9936	NA	1	0.9936	0.9	0.9	TRUE	38.6832	20.138	NA	37.7972	0.5206	M	chrX	2469212202	132290109	29351595	11555514	4939372	890565	NA	993172	NA	NA	376919	12689	0.0046798	NA	NA	0.0020004	NA	0.0028492	NA	0.0003607	9.59e-05	0.0043403	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-0.7664	0.8571	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978223;SAMN08978233;SAMN08978236	FALSE	F1P	TRUE	NA	30270182	50.5676	52.9322	839705730	800124667	778014458	0.953
SAMN08978232	SAMN08978232	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	98187926296	4965602315	NA	2778225865	140241822	NA	0.9894	0.9976	NA	0.9897	NA	1	0.9897	0.9	0.9	TRUE	35.342	35.4074	NA	35.3451	1.0019	F	chrX	2469212202	132290109	29042762	11088455	5574020	1031809	820662	NA	343051	188596	NA	30471	0.0044907	0.0025932	0.5774557	0.0022574	0.0014256	NA	0.6315315	0.0004179	0.0002303	0.0045028	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.2579	-0.8163	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978229;SAMN08978230;SAMN08978233	TRUE	F1F	FALSE	NA	30270182	50.5278	52.9003	785192962	751268601	732110036	0.957
SAMN08978233	SAMN08978233	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	102812034890	5194281208	NA	2787100328	140304089	NA	0.9925	0.9981	NA	0.9928	NA	1	0.9928	0.9	0.9	TRUE	36.8885	37.0216	NA	36.8949	1.0036	F	chrX	2469212202	132290109	29129791	11406080	5261979	939196	800069	NA	376710	178592	NA	27409	0.0046193	0.0028476	0.6164556	0.002131	0.00135	NA	0.6334961	0.0003804	0.0002072	0.0044407	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-0.1334	0.449	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978231;SAMN08978232	TRUE	F2	FALSE	NA	30270182	50.6955	53.0669	810080844	781779788	761489782	0.965
SAMN08978234	SAMN08978234	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	105827300810	2812297625	NA	2788006599	140024745	NA	0.9928	0.9961	NA	0.993	NA	1	0.993	0.9	0.9	TRUE	37.9581	20.0843	NA	37.1033	0.5291	M	chrX	2469212202	132290109	30041175	11243245	4563270	889356	NA	1066960	NA	NA	304083	11737	0.0045534	NA	NA	0.0018481	NA	0.0022986	NA	0.0003602	8.87e-05	0.0041248	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-2.1256	0.5714	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978237	FALSE	P	TRUE	NA	30270182	50.6904	53.0603	812670870	785433540	764975128	0.966
SAMN08978235	SAMN08978235	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	105023690899	5263879378	NA	2780097652	140335634	NA	0.99	0.9983	NA	0.9904	NA	1	0.9904	0.9	0.9	TRUE	37.777	37.5092	NA	37.7641	0.9929	F	chrX	2469212202	132290109	29059607	11095882	5620789	960768	808429	NA	379192	167544	NA	27615	0.0044937	0.0028664	0.6378644	0.0022763	0.0012665	NA	0.5563686	0.0003891	0.0002087	0.0045232	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.3868	-0.5714	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978237	FALSE	P	TRUE	NA	30270182	50.5647	52.9358	825637292	795858154	773975156	0.964
SAMN08978236	SAMN08978236	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	101359871047	5208533969	NA	2791731279	140362994	NA	0.9942	0.9985	NA	0.9944	NA	1	0.9944	0.9	0.9	TRUE	36.3072	37.1076	NA	36.3455	1.022	F	chrX	2469212202	132290109	29213621	11612833	4927114	983478	849801	NA	365742	141312	NA	25925	0.0047031	0.0027647	0.5878516	0.0019954	0.0010682	NA	0.5353249	0.0003983	0.000196	0.0043469	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-0.7245	1.1429	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978223;SAMN08978231;SAMN08978238;SAMN08978239	TRUE	F1P	TRUE	NA	30270182	50.6592	53.038	803682922	773591378	753725786	0.963
SAMN08978237	SAMN08978237	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	109500515833	2831663524	NA	2783059861	139837226	NA	0.9911	0.9947	NA	0.9913	NA	1	0.9913	0.9	0.9	TRUE	39.3454	20.2497	NA	38.4318	0.5147	M	chrX	2469212202	132290109	29819539	11151726	4885377	880404	NA	1012721	NA	NA	356698	13361	0.0045163	NA	NA	0.0019785	NA	0.0026963	NA	0.0003566	0.000101	0.0042367	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-1.4199	-0.1224	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978234;SAMN08978235;SAMN08978238;SAMN08978239	TRUE	F1F	FALSE	NA	30270182	50.5804	52.9522	847204782	812734684	790104416	0.959
SAMN08978238	SAMN08978238	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	103652535586	2725368937	NA	2779801038	140092541	NA	0.9899	0.9966	NA	0.9902	NA	1	0.9902	0.9	0.9	TRUE	37.2878	19.4541	NA	36.4321	0.5217	M	chrX	2469212202	132290109	29337637	11300055	5114024	985330	NA	1050518	NA	NA	321669	10593	0.0045764	NA	NA	0.0020711	NA	0.0024315	NA	0.000399	8.01e-05	0.0043593	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-0.6466	-0.6122	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978236;SAMN08978237;SAMN08978239	TRUE	F2	FALSE	NA	30270182	50.5622	52.9377	801865748	771959545	752452708	0.963
SAMN08978239	SAMN08978239	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	105308494998	2744256274	NA	2786803138	140085439	NA	0.9924	0.9965	NA	0.9926	NA	1	0.9926	0.9	0.9	TRUE	37.7883	19.5899	NA	36.9173	0.5184	M	chrX	2469212202	132290109	29652253	11273422	4925347	886024	NA	1060381	NA	NA	312301	10098	0.0045656	NA	NA	0.0019947	NA	0.0023607	NA	0.0003588	7.63e-05	0.0042775	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-1.1624	0.4082	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978236;SAMN08978237;SAMN08978238	FALSE	F2	FALSE	NA	30270182	50.6308	53.0072	810850712	782407940	761905022	0.965
SAMN08978240	SAMN08978240	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	106560524787	2741410743	NA	2783579220	139717822	NA	0.9913	0.9939	NA	0.9914	NA	1	0.9914	0.9	0.9	TRUE	38.2818	19.6211	NA	37.39	0.5125	M	chrX	2469212202	132290109	28914039	11615854	5260822	946331	NA	977305	NA	NA	390248	15227	0.0047043	NA	NA	0.0021306	NA	0.0029499	NA	0.0003833	0.0001151	0.0044827	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.1315	-0.0408	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978242	TRUE	F1P	TRUE	FALSE	30270182	50.4326	52.8014	834687776	794189279	771194012	0.951
SAMN08978241	SAMN08978241	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	104083951587	5290243166	NA	2779198200	140383076	NA	0.9897	0.9986	NA	0.9901	NA	1	0.9901	0.9	0.9	TRUE	37.4511	37.6843	NA	37.4623	1.0062	F	chrX	2469212202	132290109	28961500	11511334	5322314	941898	838074	NA	379119	140216	NA	25371	0.0046619	0.0028658	0.6147251	0.0021555	0.0010599	NA	0.4917316	0.0003815	0.0001918	0.0044864	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.1551	-0.6939	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978223;SAMN08978224;SAMN08978226;SAMN08978242	TRUE	F1F	FALSE	NA	30270182	50.589	52.9572	819560560	792637844	771939700	0.967
SAMN08978242	SAMN08978242	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	105618472253	2765155281	NA	2774091262	140077103	NA	0.9879	0.9964	NA	0.9883	NA	1	0.9883	0.9	0.9	TRUE	38.0732	19.7402	NA	37.192	0.5185	M	chrX	2469212202	132290109	29146521	11335075	5349718	905732	NA	1060980	NA	NA	311796	10004	0.0045906	NA	NA	0.0021666	NA	0.0023569	NA	0.0003668	7.56e-05	0.0044619	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0	-1.4286	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978240;SAMN08978241	FALSE	F2	FALSE	TRUE	30270182	50.5392	52.9077	807036132	784460180	764695054	0.972
SAMN08978243	SAMN08978243	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	102335852108	5166991778	NA	2780406580	140262371	NA	0.9901	0.9978	NA	0.9905	NA	1	0.9905	0.9	0.9	TRUE	36.8061	36.838	NA	36.8076	1.0009	F	chrX	2469212202	132290109	29016293	11240131	5495526	985096	858327	NA	291335	204711	NA	28407	0.0045521	0.0022022	0.4837849	0.0022256	0.0015474	NA	0.6952851	0.000399	0.0002147	0.0045017	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.2511	-0.5306	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978225;SAMN08978247	TRUE	F1P	TRUE	FALSE	30270182	50.629	53.0074	806386694	780460809	759862254	0.968
SAMN08978244	SAMN08978244	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	105256569133	2728176524	NA	2784048895	139861394	NA	0.9914	0.9949	NA	0.9916	NA	1	0.9916	0.9	0.9	TRUE	37.807	19.5063	NA	36.9316	0.5159	M	chrX	2469212202	132290109	29163223	11357874	5263404	952545	NA	998904	NA	NA	369276	14600	0.0045998	NA	NA	0.0021316	NA	0.0027914	NA	0.0003858	0.0001104	0.0044315	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-0.1913	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978246	FALSE	P	TRUE	NA	30270182	50.5701	52.9444	804405662	779484272	758396724	0.969
SAMN08978245	SAMN08978245	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	104292067720	5177751356	NA	2783278746	140365575	NA	0.9912	0.9985	NA	0.9915	NA	1	0.9915	0.9	0.9	TRUE	37.4709	36.8876	NA	37.4429	0.9844	F	chrX	2469212202	132290109	28823243	11455635	5517947	940221	817017	NA	362141	178589	NA	25033	0.0046394	0.0027375	0.590051	0.0022347	0.00135	NA	0.6040991	0.0003808	0.0001892	0.0045544	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.5835	-0.0816	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978246	FALSE	P	TRUE	NA	30270182	50.5411	52.9031	814401210	790276436	769207716	0.97
SAMN08978246	SAMN08978246	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	102219201406	2678382050	NA	2788638796	140046388	NA	0.9931	0.9962	NA	0.9932	NA	1	0.9932	0.9	0.9	TRUE	36.6556	19.125	NA	35.8173	0.5217	M	chrX	2469212202	132290109	28818361	11656146	5248799	1013740	NA	1015919	NA	NA	354393	12468	0.0047206	NA	NA	0.0021257	NA	0.0026789	NA	0.0004106	9.42e-05	0.004486	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.1522	0.6939	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978244;SAMN08978245;SAMN08978247	TRUE	F1F	FALSE	NA	30270182	50.5533	52.923	791290410	758786083	739158524	0.959
SAMN08978247	SAMN08978247	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	104312614977	5242947710	NA	2784361625	140343279	NA	0.9915	0.9983	NA	0.9919	NA	1	0.9919	0.9	0.9	TRUE	37.4637	37.358	NA	37.4587	0.9972	F	chrX	2469212202	132290109	28934103	11503683	5375946	923314	811597	NA	372454	172617	NA	26112	0.0046588	0.0028154	0.6043197	0.0021772	0.0013048	NA	0.5993213	0.0003739	0.0001974	0.0045066	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.2823	0.0408	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978243;SAMN08978246	TRUE	F2	FALSE	NA	30270182	50.614	52.99	815377214	789627716	769292666	0.968
SAMN08978248	SAMN08978248	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	99955464555	5037858263	NA	2788543749	140309895	NA	0.993	0.9981	NA	0.9933	NA	1	0.9933	0.9	0.9	TRUE	35.845	35.9052	NA	35.8479	1.0017	F	chrX	2469212202	132290109	28797200	11358417	5517758	1063671	778098	NA	392591	179883	NA	32208	0.0046	0.0029677	0.6451394	0.0022346	0.0013598	NA	0.6084971	0.0004308	0.0002435	0.0045346	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.4589	0.6531	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978251	FALSE	P	TRUE	NA	30270182	50.493	52.8623	795677670	762339566	741306892	0.958
SAMN08978249	SAMN08978249	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	107711086693	2792729879	NA	2789523301	140062991	NA	0.9934	0.9963	NA	0.9935	NA	1	0.9935	0.9	0.9	TRUE	38.6127	19.9391	NA	37.7199	0.5164	M	chrX	2469212202	132290109	30088754	11680751	4109913	857628	NA	1115624	NA	NA	256065	11091	0.0047306	NA	NA	0.0016645	NA	0.0019356	NA	0.0003473	8.38e-05	0.0040297	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-2.7247	0.8163	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978251	FALSE	P	TRUE	NA	30270182	50.6282	52.9877	828985604	799859119	778767794	0.965
SAMN08978250	SAMN08978250	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	99800251337	5057728570	NA	2784058868	140298395	NA	0.9914	0.998	NA	0.9917	NA	1	0.9917	0.9	0.9	TRUE	35.847	36.0498	NA	35.8568	1.0057	F	chrX	2469212202	132290109	28453088	11771830	5459579	1052549	769404	NA	386968	194542	NA	31866	0.0047674	0.0029251	0.6135672	0.0022111	0.0014706	NA	0.6650974	0.0004263	0.0002409	0.0045948	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	0.8382	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978252	FALSE	F1P	TRUE	NA	30270182	50.5987	52.9729	791093392	758761382	739335516	0.959
SAMN08978251	SAMN08978251	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	106554326396	2715411479	NA	2786662754	139665216	NA	0.9924	0.9935	NA	0.9924	NA	1	0.9924	0.9	0.9	TRUE	38.2373	19.4423	NA	37.3402	0.5085	M	chrX	2469212202	132290109	29691865	11083993	5062550	898638	NA	971352	NA	NA	395180	16248	0.0044889	NA	NA	0.0020503	NA	0.0029872	NA	0.0003639	0.0001228	0.0042947	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-1.0539	0.4082	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978248;SAMN08978249;SAMN08978252	TRUE	F1F	FALSE	NA	30270182	50.593	52.9503	813057216	789833034	769420334	0.971
SAMN08978252	SAMN08978252	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	A.nancymaae_ssp	Aotus_nancymaae_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	99691204202	5027629115	NA	2780758814	140259091	NA	0.9903	0.9977	NA	0.9906	NA	1	0.9906	0.9	0.9	TRUE	35.8504	35.8453	NA	35.8501	0.9999	F	chrX	2469212202	132290109	29132806	11376869	5186893	1040478	783617	NA	358010	208802	NA	32351	0.0046075	0.0027062	0.5873587	0.0021006	0.0015784	NA	0.7513779	0.0004214	0.0002445	0.0044044	Aotus_nancymaae_ssp1	0	TRUE	0.0043436	0.0044619	0.0045022	0.9902	0.9914	0.9926	-0.3624	-0.449	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN08978250;SAMN08978251	TRUE	F2	FALSE	NA	30270182	50.5722	52.9397	789648454	759489044	740283348	0.962
PD_0008	PD_0008	PLA	Aotidae	Aotus	trivirgatus	ssp	Aotus_trivirgatus_ssp	A.trivirgatus_ssp	Aotus_trivirgatus_ssp	Aotus_nancymaae	F	2808119848	149206485	140576249	0	NA	NA	107560180938	5384168566	NA	2685060693	138097913	NA	0.9562	0.9824	NA	0.9574	NA	1	0.9574	0.9	0.9	TRUE	40.0588	38.9881	NA	40.0064	0.9733	F	chrX	2383336083	127555714	0	2750121	16532910	217658	0	NA	54820	716977	NA	9982	0.0011539	0.0004298	0.372454	0.0069369	0.0056209	NA	0.8102915	9.13e-05	7.83e-05	0.0075138	Aotus_nancymaae_ssp3	0	TRUE	0.0075138	0.0075138	0.0075138	0.9562	0.9562	0.9562	0	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	50.2252	52.6081	818923396	803118664	782057586	0.981
PD_0286	PD_0286	PLA	Aotidae	Aotus	vociferans	ssp	Aotus_vociferans_ssp	A.vociferans_ssp	Aotus_vociferans_ssp	Aotus_nancymaae	M	2808119848	149206485	140576249	0	NA	NA	97082766105	2743358597	NA	2647358476	137458788	NA	0.9428	0.9778	NA	0.9444	NA	1	0.9444	0.9	0.9	TRUE	36.6716	19.9577	NA	35.8466	0.5442	M	chrX	2408190680	126972944	132081097	4300100	15861219	1705355	NA	6070152	NA	NA	734271	57937	0.0017856	NA	NA	0.0065864	NA	0.0057829	NA	0.0007081	0.0004563	0.0074792	Aotus_nancymaae_ssp4	0	TRUE	0.0085344	0.0088899	0.0088949	0.9514	0.9551	0.9563	-3.9127	-2.5231	NA	FALSE	TRUE	warn	ok	ok	warn	warn	fail	too_low_divergence	fail	NA	NA	NA	NA	NA	NA	NA	NA	50.3448	52.7343	696870352	683450545	661295260	0.981
