,Sample,BIOSAMPLE_ID,Species,Chrom_Type,Genetic_sex,family,Het_Count,Callable_Length,Genus,Het_per_bp
424,PD_0293,SAMEA112483026,Leontopithecus_rosalia_ssp,X,F,Callitrichidae,70329,380683818,Leontopithecus,0.00018474386531449572
579,PD_0411,SAMEA112483047,Leontopithecus_rosalia_ssp,X,F,Callitrichidae,69051,380683818,Leontopithecus,0.0001813867486219233
161,PD_0117,SAMEA112482892,Mico_argentatus_ssp,A,M,Callitrichidae,7418592,9620544240,Mico,0.0007711197843834249
406,PD_0281,SAMEA14464485,Mico_argentatus_ssp,A,M,Callitrichidae,8952480,9620544240,Mico,0.0009305585813718996
409,PD_0283,SAMEA14464487,Mico_argentatus_ssp,A,M,Callitrichidae,4081472,9620544240,Mico,0.00042424543749096675
224,PD_0162,SAMEA112482920,Mico_argentatus_ssp,X,F,Callitrichidae,98520,508647144,Mico,0.00019369026477813076
223,PD_0162,SAMEA112482920,Mico_argentatus_ssp,A,F,Callitrichidae,6618332,9620544240,Mico,0.0006879373801413962
407,PD_0282,SAMEA14464486,Mico_humeralifer_ssp,A,F,Callitrichidae,3465730,2368472456,Mico,0.0014632764637901282
408,PD_0282,SAMEA14464486,Mico_humeralifer_ssp,X,F,Callitrichidae,106513,126306359,Mico,0.0008432908750065387
496,PD_0346,SAMEA14464520,Saguinus_bicolor_ssp,A,M,Callitrichidae,7086120,7467222495,Saguinus,0.0009489632865158118
240,PD_0174,SAMEA14464521,Saguinus_geoffroyi_ssp,A,M,Callitrichidae,1584810,2694519415,Saguinus,0.0005881605421648075
164,PD_0119,SAMEA112482894,Saguinus_imperator_ssp,X,F,Callitrichidae,246468,246273406,Saguinus,0.0010007901543376552
163,PD_0119,SAMEA112482894,Saguinus_imperator_ssp,A,F,Callitrichidae,10784768,4663484684,Saguinus,0.002312598567547906
1860,SAMN07678110,SAMN07678110,Saguinus_imperator_ssp,A,M,Callitrichidae,10423320,4663484684,Saguinus,0.00223509257696535
12,PD_0009,SAMEA14464522,Saguinus_inustus_ssp,A,M,Callitrichidae,1606247,2365597981,Saguinus,0.0006790025240556713
498,PD_0348,SAMEA14464523,Saguinus_labiatus_ssp,A,M,Callitrichidae,6140382,4792207236,Saguinus,0.0012813264739204614
165,PD_0120,SAMEA112482895,Saguinus_labiatus_ssp,A,M,Callitrichidae,5754996,4792207236,Saguinus,0.0012009071637735828
499,PD_0349,SAMEA14464524,Saguinus_midas_ssp,A,F,Callitrichidae,23524636,9855892504,Saguinus,0.0023868600424012906
500,PD_0349,SAMEA14464524,Saguinus_midas_ssp,X,F,Callitrichidae,766960,512308840,Saguinus,0.0014970657152822114
501,PD_0350,SAMEA14464525,Saguinus_midas_ssp,A,M,Callitrichidae,19087396,9855892504,Saguinus,0.0019366481515756596
2368,SAMN23530521,SAMN23530521,Saguinus_midas_ssp,A,M,Callitrichidae,17176080,9855892504,Saguinus,0.0017427219293462376
166,PD_0121,SAMEA112482896,Saguinus_midas_ssp,A,F,Callitrichidae,24091904,9855892504,Saguinus,0.0024444162707966156
167,PD_0121,SAMEA112482896,Saguinus_midas_ssp,X,F,Callitrichidae,434648,512308840,Saguinus,0.0008484101113695403
502,PD_0351,SAMEA14464526,Saguinus_mystax_ssp,A,M,Callitrichidae,3077857,2373268854,Saguinus,0.0012968850936599364
168,PD_0122,SAMEA112482897,Saguinus_oedipus_ssp,A,F,Callitrichidae,1710051,2692646383,Saguinus,0.0006350819070771389
169,PD_0122,SAMEA112482897,Saguinus_oedipus_ssp,X,F,Callitrichidae,31795,138850230,Saguinus,0.0002289877373627685
112,PD_0078,SAMEA14464445,Cebus_albifrons_ssp,A,M,Cebidae,24042840,11501669670,Cebus,0.0020903782398403728
2353,SAMN23530500,SAMN23530500,Cebus_albifrons_ssp,A,M,Cebidae,13368150,11501669670,Cebus,0.0011622790763038842
567,PD_0402,SAMEA14464447,Cebus_albifrons_ssp,X,F,Cebidae,354100,615547130,Cebus,0.000575260581590235
566,PD_0402,SAMEA14464447,Cebus_albifrons_ssp,A,F,Cebidae,17002855,11501669670,Cebus,0.0014782944987847143
197,PD_0141,SAMEA14464446,Cebus_albifrons_ssp,X,F,Cebidae,311505,615547130,Cebus,0.000506061980989173
1847,SAMN07678068,SAMN07678068,Cebus_albifrons_ssp,A,M,Cebidae,15649630,11501669670,Cebus,0.0013606398417804672
196,PD_0141,SAMEA14464446,Cebus_albifrons_ssp,A,F,Cebidae,17506185,11501669670,Cebus,0.001522055971200571
1789,SAMN04274558,SAMN04274558,Cebus_imitator_ssp,X,F,Cebidae,30308,244665424,Cebus,0.00012387528856549834
1790,SAMN04274559,SAMN04274559,Cebus_imitator_ssp,A,M,Cebidae,3013284,4588490174,Cebus,0.0006567049041696389
1788,SAMN04274558,SAMN04274558,Cebus_imitator_ssp,A,F,Cebidae,2322572,4588490174,Cebus,0.0005061734714308664
114,PD_0079,SAMEA14464449,Cebus_olivaceus_ssp,X,F,Cebidae,121740,245772004,Cebus,0.0004953371336793918
113,PD_0079,SAMEA14464449,Cebus_olivaceus_ssp,A,F,Cebidae,5811804,4593302200,Cebus,0.001265277951883941
8,PD_0007,SAMEA14464448,Cebus_olivaceus_ssp,A,F,Cebidae,7150036,4593302200,Cebus,0.0015566221617206027
9,PD_0007,SAMEA14464448,Cebus_olivaceus_ssp,X,F,Cebidae,183784,245772004,Cebus,0.0007477824854290564
19,PD_0013,SAMEA14464450,Cebus_unicolor_ssp,A,F,Cebidae,15260688,9246274764,Cebus,0.0016504687984632337
20,PD_0013,SAMEA14464450,Cebus_unicolor_ssp,X,F,Cebidae,456244,494356540,Cebus,0.0009229047521046248
111,PD_0077,SAMEA14464451,Cebus_unicolor_ssp,A,M,Cebidae,18504232,9246274764,Cebus,0.002001263478784503
445,PD_0310,SAMEA14464452,Cebus_unicolor_ssp,A,F,Cebidae,17473068,9246274764,Cebus,0.0018897413764979913
446,PD_0310,SAMEA14464452,Cebus_unicolor_ssp,X,F,Cebidae,530612,494356540,Cebus,0.0010733386879032691
447,PD_0311,SAMEA14464453,Cebus_unicolor_ssp,A,F,Cebidae,17435144,9246274764,Cebus,0.0018856398327987216
448,PD_0311,SAMEA14464453,Cebus_unicolor_ssp,X,F,Cebidae,492912,494356540,Cebus,0.0009970779389304732
2410,SAMN37320013,SAMN37320013,Saimiri_boliviensis_ssp,A,M,Cebidae,7905772,4780515362,Saimiri,0.0016537488955359202
2338,SAMN21971498,SAMN21971498,Saimiri_boliviensis_ssp,A,M,Cebidae,3832070,4780515362,Saimiri,0.000801601858757922
2339,SAMN21971499,SAMN21971499,Saimiri_boliviensis_ssp,A,F,Cebidae,9301918,4780515362,Saimiri,0.0019457981609975214
2340,SAMN21971499,SAMN21971499,Saimiri_boliviensis_ssp,X,F,Cebidae,355138,257919638,Saimiri,0.0013769327638401849
2341,SAMN21971500,SAMN21971500,Saimiri_boliviensis_ssp,A,F,Cebidae,4058270,4780515362,Saimiri,0.0008489189329374233
2342,SAMN21971500,SAMN21971500,Saimiri_boliviensis_ssp,X,F,Cebidae,60640,257919638,Saimiri,0.00023511199251915823
2343,SAMN21971501,SAMN21971501,Saimiri_boliviensis_ssp,A,F,Cebidae,3928822,4780515362,Saimiri,0.0008218406808667421
2345,SAMN21971502,SAMN21971502,Saimiri_boliviensis_ssp,A,F,Cebidae,4001698,4780515362,Saimiri,0.00083708506237826
2344,SAMN21971501,SAMN21971501,Saimiri_boliviensis_ssp,X,F,Cebidae,64798,257919638,Saimiri,0.00025123329306161633
2347,SAMN21971503,SAMN21971503,Saimiri_boliviensis_ssp,A,M,Cebidae,4059142,4780515362,Saimiri,0.0008491013400492029
1416,SAMN00672664,SAMN00672664,Saimiri_boliviensis_ssp,X,F,Cebidae,61158,257919638,Saimiri,0.00023712037002781463
2346,SAMN21971502,SAMN21971502,Saimiri_boliviensis_ssp,X,F,Cebidae,63318,257919638,Saimiri,0.00024549507160831236
1415,SAMN00672664,SAMN00672664,Saimiri_boliviensis_ssp,A,F,Cebidae,3976504,4780515362,Saimiri,0.0008318149192886121
2349,SAMN21971504,SAMN21971504,Saimiri_boliviensis_ssp,X,F,Cebidae,70200,257919638,Saimiri,0.0002721778013661759
2350,SAMN21971505,SAMN21971505,Saimiri_boliviensis_ssp,A,F,Cebidae,3910884,4780515362,Saimiri,0.0008180883657622686
2348,SAMN21971504,SAMN21971504,Saimiri_boliviensis_ssp,A,F,Cebidae,3979368,4780515362,Saimiri,0.0008324140178759246
2351,SAMN21971505,SAMN21971505,Saimiri_boliviensis_ssp,X,F,Cebidae,69346,257919638,Saimiri,0.0002688666925005532
506,PD_0353,SAMEA14464529,Saimiri_cassiquiarensis_ssp,X,F,Cebidae,226458,1153636848,Saimiri,0.0001962992083623182
505,PD_0353,SAMEA14464529,Saimiri_cassiquiarensis_ssp,A,F,Cebidae,14736537,21461855112,Saimiri,0.0006866385465327429
514,PD_0360,SAMEA14464536,Saimiri_cassiquiarensis_ssp,A,M,Cebidae,28696086,21461855112,Saimiri,0.001337073885283808
508,PD_0355,SAMEA14464531,Saimiri_cassiquiarensis_ssp,A,M,Cebidae,27574569,21461855112,Saimiri,0.0012848175917738905
509,PD_0356,SAMEA14464532,Saimiri_cassiquiarensis_ssp,A,F,Cebidae,17356203,21461855112,Saimiri,0.0008087000359207346
511,PD_0357,SAMEA14464533,Saimiri_cassiquiarensis_ssp,A,M,Cebidae,29617524,21461855112,Saimiri,0.0013800076389221315
512,PD_0358,SAMEA14464534,Saimiri_cassiquiarensis_ssp,A,M,Cebidae,29130147,21461855112,Saimiri,0.0013572986513972138
513,PD_0359,SAMEA14464535,Saimiri_cassiquiarensis_ssp,A,M,Cebidae,30329703,21461855112,Saimiri,0.0014131911170643262
507,PD_0354,SAMEA14464530,Saimiri_cassiquiarensis_ssp,A,M,Cebidae,30037446,21461855112,Saimiri,0.0013995736083040238
510,PD_0356,SAMEA14464532,Saimiri_cassiquiarensis_ssp,X,F,Cebidae,210708,1153636848,Saimiri,0.00018264673182491828
529,PD_0373,SAMEA14464537,Saimiri_cassiquiarensis_ssp,A,M,Cebidae,30333105,21461855112,Saimiri,0.0014133496308545949
528,PD_0372,SAMEA14464540,Saimiri_macrodon_ssp,A,M,Cebidae,14142615,7151537247,Saimiri,0.001977562936686471
515,PD_0361,SAMEA14464538,Saimiri_macrodon_ssp,A,M,Cebidae,13128504,7151537247,Saimiri,0.001835759718025279
516,PD_0362,SAMEA14464539,Saimiri_macrodon_ssp,A,M,Cebidae,13286076,7151537247,Saimiri,0.0018577930228320322
243,PD_0176,SAMEA14464541,Saimiri_oerstedii_ssp,A,M,Cebidae,370615,2358099363,Saimiri,0.00015716682927580266
518,PD_0364,SAMEA14464542,Saimiri_sciureus_ssp,A,M,Cebidae,3446320,4727019394,Saimiri,0.0007290683013432121
519,PD_0365,SAMEA14464543,Saimiri_sciureus_ssp,A,M,Cebidae,3041608,4727019394,Saimiri,0.0006434515593189039
531,PD_0375,SAMEA14464553,Saimiri_ustus_ssp,A,M,Cebidae,10964550,23898936630,Saimiri,0.0004587881950461492
18,PD_0012,SAMEA14464544,Saimiri_ustus_ssp,X,F,Cebidae,587590,1284959600,Saimiri,0.0004572828593210246
17,PD_0012,SAMEA14464544,Saimiri_ustus_ssp,A,F,Cebidae,23474510,23898936630,Saimiri,0.0009822407734464962
525,PD_0369,SAMEA14464549,Saimiri_ustus_ssp,X,F,Cebidae,586540,1284959600,Saimiri,0.0004564657130076307
524,PD_0369,SAMEA14464549,Saimiri_ustus_ssp,A,F,Cebidae,23518500,23898936630,Saimiri,0.0009840814411164033
523,PD_0368,SAMEA14464548,Saimiri_ustus_ssp,A,M,Cebidae,14310860,23898936630,Saimiri,0.0005988073955573312
522,PD_0367,SAMEA14464547,Saimiri_ustus_ssp,X,F,Cebidae,350850,1284959600,Saimiri,0.0002730436038611642
520,PD_0366,SAMEA14464546,Saimiri_ustus_ssp,A,M,Cebidae,13596260,23898936630,Saimiri,0.0005689064836019861
517,PD_0363,SAMEA14464545,Saimiri_ustus_ssp,A,M,Cebidae,15974750,23898936630,Saimiri,0.0006684293216605763
530,PD_0374,SAMEA14464552,Saimiri_ustus_ssp,A,M,Cebidae,26821570,23898936630,Saimiri,0.0011222913561070855
527,PD_0371,SAMEA14464551,Saimiri_ustus_ssp,A,M,Cebidae,15320650,23898936630,Saimiri,0.0006410599030907594
526,PD_0370,SAMEA14464550,Saimiri_ustus_ssp,A,M,Cebidae,35007390,23898936630,Saimiri,0.0014648095244562352
521,PD_0367,SAMEA14464547,Saimiri_ustus_ssp,A,F,Cebidae,13391890,23898936630,Saimiri,0.0005603550571028063
539,PD_0382,SAMEA14464561,Sapajus_apella_ssp,A,F,Cebidae,8149251,7214630241,Sapajus,0.0011295452057527005
533,PD_0377,SAMEA14464555,Sapajus_apella_ssp,A,M,Cebidae,11353068,7214630241,Sapajus,0.0015736174441042987
532,PD_0376,SAMEA14464554,Sapajus_apella_ssp,A,M,Cebidae,11006289,7214630241,Sapajus,0.001525551363318995
535,PD_0379,SAMEA14464559,Sapajus_apella_ssp,A,F,Cebidae,10968546,7214630241,Sapajus,0.0015203199101829063
536,PD_0379,SAMEA14464559,Sapajus_apella_ssp,X,F,Cebidae,171756,388432857,Sapajus,0.00044217680586171424
537,PD_0380,SAMEA14464556,Sapajus_apella_ssp,A,M,Cebidae,10181868,7214630241,Sapajus,0.0014112806422340945
538,PD_0381,SAMEA14464560,Sapajus_apella_ssp,A,M,Cebidae,10367220,7214630241,Sapajus,0.001436971771759578
540,PD_0382,SAMEA14464561,Sapajus_apella_ssp,X,F,Cebidae,136005,388432857,Sapajus,0.0003501377330703
534,PD_0378,SAMEA14464558,Sapajus_apella_ssp,A,M,Cebidae,11225913,7214630241,Sapajus,0.0015559928402434672
15,PD_0011,SAMEA14464557,Sapajus_apella_ssp,A,F,Cebidae,8181912,7214630241,Sapajus,0.0011340722568847724
548,PD_0389,SAMEA14464568,Sapajus_apella_ssp,A,M,Cebidae,11037642,7214630241,Sapajus,0.0015298971161784867
541,PD_0383,SAMEA14464562,Sapajus_apella_ssp,A,M,Cebidae,10733103,7214630241,Sapajus,0.0014876858052966986
542,PD_0384,SAMEA14464563,Sapajus_apella_ssp,A,M,Cebidae,10303749,7214630241,Sapajus,0.0014281742315004388
543,PD_0385,SAMEA14464564,Sapajus_apella_ssp,A,M,Cebidae,10589181,7214630241,Sapajus,0.0014677371738086834
544,PD_0386,SAMEA14464565,Sapajus_apella_ssp,A,M,Cebidae,10669596,7214630241,Sapajus,0.0014788832751768462
545,PD_0387,SAMEA14464566,Sapajus_apella_ssp,A,F,Cebidae,10441932,7214630241,Sapajus,0.001447327396026421
546,PD_0387,SAMEA14464566,Sapajus_apella_ssp,X,F,Cebidae,148218,388432857,Sapajus,0.00038157946046258386
547,PD_0388,SAMEA14464567,Sapajus_apella_ssp,A,M,Cebidae,9989637,7214630241,Sapajus,0.0013846360334906593
16,PD_0011,SAMEA14464557,Sapajus_apella_ssp,X,F,Cebidae,136872,388432857,Sapajus,0.0003523697790581089
2155,SAMN15801446,SAMN15801446,Allenopithecus_nigroviridis_ssp,A,F,Cercopithecidae,9731457,7117553448,Allenopithecus,0.0013672474778162003
2156,SAMN15801446,SAMN15801446,Allenopithecus_nigroviridis_ssp,X,F,Cercopithecidae,280428,390937776,Allenopithecus,0.0007173213161165577
46,PD_0028,SAMEA112482821,Allenopithecus_nigroviridis_ssp,A,M,Cercopithecidae,7770030,7117553448,Allenopithecus,0.0010916714650289479
174,PD_0126,SAMEA112482901,Allenopithecus_nigroviridis_ssp,A,M,Cercopithecidae,9805932,7117553448,Allenopithecus,0.0013777110451844126
48,PD_0029,SAMEA112482822,Allochrocebus_lhoesti_ssp,X,F,Cercopithecidae,357003,404909361,Allochrocebus,0.0008816862102627457
2412,SAMN37320022,SAMN37320022,Allochrocebus_lhoesti_ssp,A,F,Cercopithecidae,20841948,7433202651,Allochrocebus,0.002803898800901937
47,PD_0029,SAMEA112482822,Allochrocebus_lhoesti_ssp,A,F,Cercopithecidae,18070938,7433202651,Allochrocebus,0.002431110632718844
175,PD_0127,SAMEA112482902,Allochrocebus_lhoesti_ssp,A,M,Cercopithecidae,21536154,7433202651,Allochrocebus,0.0028972913845020367
2413,SAMN37320022,SAMN37320022,Allochrocebus_lhoesti_ssp,X,F,Cercopithecidae,404253,404909361,Allochrocebus,0.0009983789927741384
49,PD_0030,SAMEA112482823,Allochrocebus_preussi_ssp,A,F,Cercopithecidae,6980021,2438434357,Allochrocebus,0.002862501088029084
50,PD_0030,SAMEA112482823,Allochrocebus_preussi_ssp,X,F,Cercopithecidae,154529,133446244,Allochrocebus,0.0011579868819687424
51,PD_0031,SAMEA112482824,Allochrocebus_solatus_ssp,A,M,Cercopithecidae,7968381,2377936265,Allochrocebus,0.003350964917472252
1633,SAMN02900450,SAMN02900450,Cercocebus_atys_ssp,A,F,Cercopithecidae,73119030,35285725920,Cercocebus,0.0020721985475309727
1631,SAMN02900448,SAMN02900448,Cercocebus_atys_ssp,A,M,Cercopithecidae,71322795,35285725920,Cercocebus,0.002021293118971208
1630,SAMN02900447,SAMN02900447,Cercocebus_atys_ssp,X,F,Cercopithecidae,2454495,1928643930,Cercocebus,0.0012726532678325956
1627,SAMN02900446,SAMN02900446,Cercocebus_atys_ssp,A,F,Cercopithecidae,101704575,35285725920,Cercocebus,0.002882314940341179
1628,SAMN02900446,SAMN02900446,Cercocebus_atys_ssp,X,F,Cercopithecidae,2468880,1928643930,Cercocebus,0.0012801118763275292
1634,SAMN02900450,SAMN02900450,Cercocebus_atys_ssp,X,F,Cercopithecidae,1962195,1928643930,Cercocebus,0.0010173961971300736
1626,SAMN02900445,SAMN02900445,Cercocebus_atys_ssp,X,F,Cercopithecidae,2124390,1928643930,Cercocebus,0.0011014941467189332
1629,SAMN02900447,SAMN02900447,Cercocebus_atys_ssp,A,F,Cercopithecidae,101447505,35285725920,Cercocebus,0.002875029558127906
1635,SAMN02900451,SAMN02900451,Cercocebus_atys_ssp,A,M,Cercopithecidae,79164225,35285725920,Cercocebus,0.0022435198068329835
1699,SAMN03199810,SAMN03199810,Cercocebus_atys_ssp,A,F,Cercopithecidae,86132535,35285725920,Cercocebus,0.0024410022113553844
1637,SAMN02900452,SAMN02900452,Cercocebus_atys_ssp,X,F,Cercopithecidae,393405,1928643930,Cercocebus,0.0002039801094855285
1638,SAMN02900453,SAMN02900453,Cercocebus_atys_ssp,A,F,Cercopithecidae,97485465,35285725920,Cercocebus,0.002762745060737013
1639,SAMN02900453,SAMN02900453,Cercocebus_atys_ssp,X,F,Cercopithecidae,2597040,1928643930,Cercocebus,0.0013465627115524638
1640,SAMN02900454,SAMN02900454,Cercocebus_atys_ssp,A,M,Cercopithecidae,81169590,35285725920,Cercocebus,0.0023003519945722006
1687,SAMN03121017,SAMN03121017,Cercocebus_atys_ssp,A,F,Cercopithecidae,84340005,35285725920,Cercocebus,0.002390201782760999
1688,SAMN03121017,SAMN03121017,Cercocebus_atys_ssp,X,F,Cercopithecidae,2024985,1928643930,Cercocebus,0.0010499527509984696
1700,SAMN03199810,SAMN03199810,Cercocebus_atys_ssp,X,F,Cercopithecidae,2088225,1928643930,Cercocebus,0.001082742629428751
1701,SAMN03199811,SAMN03199811,Cercocebus_atys_ssp,A,F,Cercopithecidae,82071300,35285725920,Cercocebus,0.0023259065205594046
1702,SAMN03199811,SAMN03199811,Cercocebus_atys_ssp,X,F,Cercopithecidae,2007555,1928643930,Cercocebus,0.0010409153129681123
1636,SAMN02900452,SAMN02900452,Cercocebus_atys_ssp,A,F,Cercopithecidae,55701165,35285725920,Cercocebus,0.001578575005833407
1625,SAMN02900445,SAMN02900445,Cercocebus_atys_ssp,A,F,Cercopithecidae,81580245,35285725920,Cercocebus,0.0023119899866863784
1632,SAMN02900449,SAMN02900449,Cercocebus_atys_ssp,A,M,Cercopithecidae,79704825,35285725920,Cercocebus,0.0022588404495547925
100,PD_0068,SAMEA112482861,Cercocebus_chrysogaster_ssp,X,F,Cercopithecidae,82906,130102527,Cercocebus,0.0006372358931967555
99,PD_0068,SAMEA112482861,Cercocebus_chrysogaster_ssp,A,F,Cercopithecidae,4343660,2382896538,Cercocebus,0.0018228487602091601
173,PD_0125,SAMEA112482900,Cercocebus_lunulatus_ssp,A,M,Cercopithecidae,5740847,2392084856,Cercocebus,0.0023999345113533046
369,PD_0256,SAMEA112483009,Cercocebus_torquatus_ssp,A,M,Cercopithecidae,9896874,4797604032,Cercocebus,0.0020628784564103017
573,PD_0408,SAMEA112483045,Cercocebus_torquatus_ssp,A,M,Cercopithecidae,9836300,4797604032,Cercocebus,0.002050252570739877
576,PD_0410,SAMEA112483046,Cercopithecus_ascanius_ssp,A,F,Cercopithecidae,53889715,9597679230,Cercopithecus,0.005614869356287082
571,PD_0406,SAMEA112483043,Cercopithecus_ascanius_ssp,A,M,Cercopithecidae,61196300,9597679230,Cercopithecus,0.006376155999120633
97,PD_0066,SAMEA112482859,Cercopithecus_ascanius_ssp,X,F,Cercopithecidae,2298360,593984510,Cercopithecus,0.0038693938331826197
96,PD_0066,SAMEA112482859,Cercopithecus_ascanius_ssp,A,F,Cercopithecidae,62417845,9597679230,Cercopithecus,0.006503431038296953
52,PD_0032,SAMEA112482825,Cercopithecus_ascanius_ssp,A,F,Cercopithecidae,62795145,9597679230,Cercopithecus,0.006542742625083543
2419,SAMN37320058,SAMN37320058,Cercopithecus_ascanius_ssp,A,F,Cercopithecidae,45640955,9597679230,Cercopithecus,0.004755415752730882
577,PD_0410,SAMEA112483046,Cercopithecus_ascanius_ssp,X,F,Cercopithecidae,1625250,593984510,Cercopithecus,0.0027361824637480866
2420,SAMN37320058,SAMN37320058,Cercopithecus_ascanius_ssp,X,F,Cercopithecidae,1474315,593984510,Cercopithecus,0.0024820765107157424
53,PD_0032,SAMEA112482825,Cercopithecus_ascanius_ssp,X,F,Cercopithecidae,2303845,593984510,Cercopithecus,0.0038786280807221723
2418,SAMN37320050,SAMN37320050,Cercopithecus_campbelli_ssp,A,M,Cercopithecidae,13270806,3794732412,Cercopithecus,0.0034971651645407244
65,PD_0043,SAMEA112482836,Cercopithecus_campbelli_ssp,A,M,Cercopithecidae,22896226,3794732412,Cercopithecus,0.006033686572364302
133,PD_0095,SAMEA112482870,Cercopithecus_cephus_ssp,A,M,Cercopithecidae,37353612,5752444209,Cercopithecus,0.006493520083438327
132,PD_0094,SAMEA112482869,Cercopithecus_cephus_ssp,A,M,Cercopithecidae,37739328,5752444209,Cercopithecus,0.0065605726242342075
62,PD_0041,SAMEA112482834,Cercopithecus_cephus_ssp,A,M,Cercopithecidae,39003972,5752444209,Cercopithecus,0.006780417259671332
1154,SAMEA115412631,SAMEA115412631,Cercopithecus_denti_ssp,X,F,Cercopithecidae,296500,237152902,Cercopithecus,0.0012502482470149153
1153,SAMEA115412631,SAMEA115412631,Cercopithecus_denti_ssp,A,F,Cercopithecidae,9999890,3828652584,Cercopithecus,0.002611856202829606
1152,SAMEA115412630,SAMEA115412630,Cercopithecus_denti_ssp,A,M,Cercopithecidae,10187252,3828652584,Cercopithecus,0.0026607930013218457
89,PD_0059,SAMEA112482852,Cercopithecus_diana_ssp,A,M,Cercopithecidae,8345680,1880831146,Cercopithecus,0.004437229794789882
90,PD_0060,SAMEA112482853,Cercopithecus_hamlyni_ssp,A,F,Cercopithecidae,16711500,3801112890,Cercopithecus,0.004396475580602922
1159,SAMEA115412635,SAMEA115412635,Cercopithecus_hamlyni_ssp,A,M,Cercopithecidae,15632500,3801112890,Cercopithecus,0.00411261134630495
91,PD_0060,SAMEA112482853,Cercopithecus_hamlyni_ssp,X,F,Cercopithecidae,615096,234369784,Cercopithecus,0.0026244680073605393
92,PD_0061,SAMEA112482854,Cercopithecus_mitis_ssp,A,F,Cercopithecidae,14887160,9793659670,Cercopithecus,0.0015200814099761342
2060,SAMN13555794,SAMN13555794,Cercopithecus_mitis_ssp,A,M,Cercopithecidae,35462680,9793659670,Cercopithecus,0.0036209834928846367
2384,SAMN25565059,SAMN25565059,Cercopithecus_mitis_ssp,A,F,Cercopithecidae,14859770,9793659670,Cercopithecus,0.001517284702624346
2385,SAMN25565059,SAMN25565059,Cercopithecus_mitis_ssp,X,F,Cercopithecidae,454595,607308635,Cercopithecus,0.0007485403200301935
134,PD_0096,SAMEA112482871,Cercopithecus_mitis_ssp,A,M,Cercopithecidae,46501975,9793659670,Cercopithecus,0.0047481714258915024
1160,SAMEA115412636,SAMEA115412636,Cercopithecus_mitis_ssp,A,M,Cercopithecidae,51370885,9793659670,Cercopithecus,0.005245320618742718
93,PD_0061,SAMEA112482854,Cercopithecus_mitis_ssp,X,F,Cercopithecidae,297870,607308635,Cercopithecus,0.000490475489451916
2048,SAMN13555786,SAMN13555786,Cercopithecus_mona_ssp,A,M,Cercopithecidae,88116000,28621520760,Cercopithecus,0.00307866240717532
2049,SAMN13555787,SAMN13555787,Cercopithecus_mona_ssp,A,M,Cercopithecidae,83231835,28621520760,Cercopithecus,0.0029080158143211117
2055,SAMN13555790,SAMN13555790,Cercopithecus_mona_ssp,X,F,Cercopithecidae,3167340,1774699635,Cercopithecus,0.001784718911039839
2047,SAMN13555785,SAMN13555785,Cercopithecus_mona_ssp,X,F,Cercopithecidae,2919210,1774699635,Cercopithecus,0.0016449037022538183
2046,SAMN13555785,SAMN13555785,Cercopithecus_mona_ssp,A,F,Cercopithecidae,89194845,28621520760,Cercopithecus,0.003116355896946407
