ID	ID_PGDP	species_full	group	family	genus	species	subspecies	reference	genotyping_species	len_chrA	len_chrA_contigs_longer_than_1Mb	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_longer_than_1Mb	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_mtDNA	len_cov_chrA	len_cov_chrX	len_cov_chrY	len_cov_mtDNA	total_seq_chrA	total_seq_chrX	total_seq_chrY	total_seq_mtDNA	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_mtDNA	cov_chrA	cov_chrX	cov_chrY	cov_mtDNA	cutoff	good_sample	chrA_GT00	chrA_GT01	chrA_GT11	chrA_GTmis	chrX_GT00	chrX_GT0	chrX_GT01	chrX_GT11	chrX_GT1	chrX_GTmis	callable_chrA	callable_chrX	sex	rel_cov_chrX	gSEX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	hem_alt_chrX	rel_chrX_hom_alt	mis_chrA	mis_chrX
SAMN08978249	SAMN08978249	Aotus_nancymaae_ssp	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	Aotus_nancymaae_ssp	2812013893	NA	NA	136682344	NA	NA	NA	NA	2793372481	136213811	NA	NA	107804033684	2699782888	NA	NA	0.9934	0.9966	NA	NA	38.5928	19.8202	NA	NA	0.9	TRUE	30121351	11689724	4118485	862037	0	1076335	0	0	242815	9041	2472690209	128717251	M	0.5136	M	0.004728	0	0	0.001666	0	0.001886	0	0.000349	7e-05
SAMN08978250	SAMN08978250	Aotus_nancymaae_ssp	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	Aotus_nancymaae_ssp	2812013893	NA	NA	136682344	NA	NA	NA	NA	2787917372	136439891	NA	NA	99935750059	4922229848	NA	NA	0.9914	0.9982	NA	NA	35.846	36.0762	NA	NA	0.9	TRUE	28483572	11785326	5466076	1056623	740949	0	373149	187725	0	26368	2472690209	128717251	F	1.0064	F	0.004766	0.002899	0.6083	0.002211	0.001458	0	0.6594	0.000427	0.000205
SAMN08978251	SAMN08978251	Aotus_nancymaae_ssp	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	Aotus_nancymaae_ssp	2812013893	NA	NA	136682344	NA	NA	NA	NA	2790516735	135811235	NA	NA	106645258964	2624478911	NA	NA	0.9924	0.9936	NA	NA	38.217	19.3245	NA	NA	0.9	TRUE	29723793	11093094	5071170	903540	0	932510	0	0	381787	13894	2472690209	128717251	M	0.5057	M	0.004486	0	0	0.002051	0	0.002966	0	0.000365	0.000108
SAMN08978252	SAMN08978252	Aotus_nancymaae_ssp	PLA	Aotidae	Aotus	nancymaae	ssp	Aotus_nancymaae_ssp	Aotus_nancymaae_ssp	2812013893	NA	NA	136682344	NA	NA	NA	NA	2784608319	136409586	NA	NA	99827471303	4891362014	NA	NA	0.9903	0.998	NA	NA	35.8497	35.8579	NA	NA	0.9	TRUE	29163860	11388466	5194247	1045024	754546	0	346152	201129	0	26364	2472690209	128717251	F	1.0002	F	0.004606	0.002689	0.5838	0.002101	0.001563	0	0.7439	0.000423	0.000205
PD_0008	PD_0008	Aotus_trivirgatus_ssp	PLA	Aotidae	Aotus	trivirgatus	ssp	Aotus_nancymaae_ssp	Aotus_trivirgatus_ssp	2812013893	NA	NA	136682344	NA	NA	NA	NA	2688853533	134305073	NA	NA	107703208373	5241141131	NA	NA	0.9562	0.9826	NA	NA	40.0554	39.0241	NA	NA	0.9	TRUE	0	2752262	16559065	218082	0	0	52586	690489	0	9540	2386612471	124248208	F	0.9743	F	0.001153	0.000423	0.3669	0.006938	0.005557	0	0.801	9.1e-05	7.7e-05
PD_0286	PD_0286	Aotus_vociferans_ssp	PLA	Aotidae	Aotus	vociferans	ssp	Aotus_nancymaae_ssp	Aotus_vociferans_ssp	2812013893	NA	NA	136682344	NA	NA	NA	NA	2651156765	133660499	NA	NA	97168405822	2657718880	NA	NA	0.9428	0.9779	NA	NA	36.6513	19.8841	NA	NA	0.9	TRUE	132166769	4304724	15874531	1710195	0	5902445	0	0	706541	53160	2409717134	123494238	M	0.5425	M	0.001786	0	0	0.006588	0	0.005721	0	0.00071	0.00043
PD_0794	PD_0794	Aotus_vociferans_ssp	PLA	Aotidae	Aotus	vociferans	ssp	Aotus_nancymaae_ssp	Aotus_vociferans_ssp	2812013893	NA	NA	136682344	NA	NA	NA	NA	2115031853	107874607	NA	NA	56480572882	2083451998	NA	NA	0.7521	0.7892	NA	NA	26.7044	19.3136	NA	NA	0.9	FALSE	16210613	3083057	96838423	37924126	0	585132	0	0	4954512	1122502	2409717134	123494238	M	0.7232	M	0.001279	0	0	0.040187	0	0.040119	0	0.015738	0.00909
PD_0795	PD_0795	Aotus_vociferans_ssp	PLA	Aotidae	Aotus	vociferans	ssp	Aotus_nancymaae_ssp	Aotus_vociferans_ssp	2812013893	NA	NA	136682344	NA	NA	NA	NA	2687992248	133794016	NA	NA	100645364259	2553723919	NA	NA	0.9559	0.9789	NA	NA	37.4426	19.087	NA	NA	0.9	TRUE	127101856	8256023	17310282	1388058	0	5734692	0	0	901259	26195	2409717134	123494238	M	0.5098	M	0.003426	0	0	0.007184	0	0.007298	0	0.000576	0.000212
PD_0796	PD_0796	Aotus_vociferans_ssp	PLA	Aotidae	Aotus	vociferans	ssp	Aotus_nancymaae_ssp	Aotus_vociferans_ssp	2812013893	NA	NA	136682344	NA	NA	NA	NA	2692530539	134048669	NA	NA	113209528059	2888349359	NA	NA	0.9575	0.9807	NA	NA	42.0458	21.547	NA	NA	0.9	TRUE	127175415	8274210	17313676	1292918	0	5739890	0	0	902813	19443	2409717134	123494238	M	0.5125	M	0.003434	0	0	0.007185	0	0.007311	0	0.000537	0.000157
PD_0797	PD_0797	Aotus_vociferans_ssp	PLA	Aotidae	Aotus	vociferans	ssp	Aotus_nancymaae_ssp	Aotus_vociferans_ssp	2812013893	NA	NA	136682344	NA	NA	NA	NA	2683584097	133917255	NA	NA	93146926826	2422052138	NA	NA	0.9543	0.9798	NA	NA	34.7099	18.0862	NA	NA	0.9	TRUE	127058853	8170708	17334945	1491713	0	5736630	0	0	900538	24978	2409717134	123494238	M	0.5211	M	0.003391	0	0	0.007194	0	0.007292	0	0.000619	0.000202
PD_0294	PD_0294	Alouatta_belzebul_ssp	PLA	Atelidae	Alouatta	belzebul	ssp	Ateles_hybridus_ssp	Alouatta_belzebul_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2373822961	130260792	NA	NA	65314091685	3574159227	NA	NA	0.9623	0.9479	NA	NA	27.5143	27.4385	NA	NA	0.9	TRUE	11989651	3889126	66738035	3075297	475672	0	133021	3177606	0	125758	1965097836	107773944	F	0.9972	F	0.001979	0.001234	0.6235	0.033962	0.029484	0	0.8681	0.001565	0.001167
PD_0296	PD_0296	Alouatta_belzebul_ssp	PLA	Atelidae	Alouatta	belzebul	ssp	Ateles_hybridus_ssp	Alouatta_belzebul_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2374885768	130247370	NA	NA	67759965266	3761353354	NA	NA	0.9628	0.9478	NA	NA	28.5319	28.8785	NA	NA	0.9	TRUE	11271057	5422661	66448834	2549557	448570	0	192689	3166154	0	104644	1965097836	107773944	F	1.0121	F	0.002759	0.001788	0.6481	0.033815	0.029378	0	0.8688	0.001297	0.000971
PD_0415	PD_0415	Alouatta_belzebul_ssp	PLA	Atelidae	Alouatta	belzebul	ssp	Ateles_hybridus_ssp	Alouatta_belzebul_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2376145214	130311552	NA	NA	68572897025	3613652372	NA	NA	0.9633	0.9483	NA	NA	28.8589	27.7309	NA	NA	0.9	TRUE	11245820	5464455	66507523	2474311	447666	0	190982	3167054	0	106355	1965097836	107773944	F	0.9609	F	0.002781	0.001772	0.6372	0.033844	0.029386	0	0.8683	0.001259	0.000987
PD_0073	PD_0073	Alouatta_caraya_ssp	PLA	Atelidae	Alouatta	caraya	ssp	Ateles_hybridus_ssp	Alouatta_caraya_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2386237647	130377894	NA	NA	83804143479	2665318224	NA	NA	0.9674	0.9488	NA	NA	35.1198	20.443	NA	NA	0.9	TRUE	1311164	2561642	67205492	1900532	0	26396	0	0	3090866	13850	1952011371	101616864	M	0.5821	M	0.001312	0	0	0.034429	0	0.030417	0	0.000974	0.000136
PD_0299	PD_0299	Alouatta_caraya_ssp	PLA	Atelidae	Alouatta	caraya	ssp	Ateles_hybridus_ssp	Alouatta_caraya_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2382497005	129861649	NA	NA	61297242209	1997654199	NA	NA	0.9658	0.945	NA	NA	25.7282	15.3829	NA	NA	0.9	TRUE	884964	2847040	65447601	3799225	0	25400	0	0	3054537	51175	1952011371	101616864	M	0.5979	M	0.001459	0	0	0.033528	0	0.030059	0	0.001946	0.000504
PD_0027	PD_0027	Alouatta_discolor_ssp	PLA	Atelidae	Alouatta	discolor	ssp	Ateles_hybridus_ssp	Alouatta_discolor_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2382235107	130647123	NA	NA	78376140071	4153875880	NA	NA	0.9657	0.9507	NA	NA	32.9003	31.7946	NA	NA	0.9	TRUE	2964713	4769285	66233999	1840159	53549	0	140573	3117694	0	79466	1946515043	105329689	F	0.9664	F	0.00245	0.001335	0.5449	0.034027	0.029599	0	0.8699	0.000945	0.000754
PD_0295	PD_0295	Alouatta_discolor_ssp	PLA	Atelidae	Alouatta	discolor	ssp	Ateles_hybridus_ssp	Alouatta_discolor_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2374362551	129660826	NA	NA	65706614747	2077842256	NA	NA	0.9625	0.9435	NA	NA	27.6734	16.0252	NA	NA	0.9	TRUE	3136658	4388642	66651485	1631371	0	146251	0	0	3202614	42417	1946515043	105329689	M	0.5791	M	0.002255	0	0	0.034241	0	0.030406	0	0.000838	0.000403
PD_0420	PD_0420	Alouatta_juara_ssp	PLA	Atelidae	Alouatta	juara	ssp	Ateles_hybridus_ssp	Alouatta_juara_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2377944041	130478300	NA	NA	80781358870	4633938152	NA	NA	0.964	0.9495	NA	NA	33.9711	35.515	NA	NA	0.9	TRUE	2938321	4570166	66921312	1463074	48747	0	141643	3149759	0	55382	1954751067	105728766	F	1.0454	F	0.002338	0.00134	0.5731	0.034235	0.029791	0	0.8702	0.000748	0.000524
PD_0421	PD_0421	Alouatta_juara_ssp	PLA	Atelidae	Alouatta	juara	ssp	Ateles_hybridus_ssp	Alouatta_juara_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2378944227	130000466	NA	NA	85776914455	2798106191	NA	NA	0.9644	0.946	NA	NA	36.0567	21.5238	NA	NA	0.9	TRUE	2592505	5116649	66816290	1367429	0	134592	0	0	3241108	19831	1954751067	105728766	M	0.5969	M	0.002618	0	0	0.034181	0	0.030655	0	7e-04	0.000188
PD_0005	PD_0005	Alouatta_macconnelli_ssp	PLA	Atelidae	Alouatta	macconnelli	ssp	Ateles_hybridus_ssp	Alouatta_macconnelli_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2381596316	129982210	NA	NA	80791622499	2629067410	NA	NA	0.9655	0.9459	NA	NA	33.9233	20.2264	NA	NA	0.9	TRUE	6207521	4715663	66503014	2262944	0	274025	0	0	3258991	42867	1954443248	106946935	M	0.5962	M	0.002413	0	0	0.034027	0	0.030473	0	0.001158	0.000401
PD_0089	PD_0089	Alouatta_macconnelli_ssp	PLA	Atelidae	Alouatta	macconnelli	ssp	Ateles_hybridus_ssp	Alouatta_macconnelli_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2375887132	130177437	NA	NA	71376923297	3996982180	NA	NA	0.9632	0.9473	NA	NA	30.0422	30.7041	NA	NA	0.9	TRUE	6473487	4292954	66652267	2270434	179872	0	135188	3169045	0	91778	1954443248	106946935	F	1.022	F	0.002197	0.001264	0.5753	0.034103	0.029632	0	0.8689	0.001162	0.000858
PD_0135	PD_0135	Alouatta_macconnelli_ssp	PLA	Atelidae	Alouatta	macconnelli	ssp	Ateles_hybridus_ssp	Alouatta_macconnelli_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2381220681	130565552	NA	NA	85800149518	4868260680	NA	NA	0.9653	0.9501	NA	NA	36.032	37.286	NA	NA	0.9	TRUE	6592870	4201792	66856985	2037495	181024	0	136695	3170746	0	87418	1954443248	106946935	F	1.0348	F	0.00215	0.001278	0.5944	0.034208	0.029648	0	0.8667	0.001042	0.000817
PD_0416	PD_0416	Alouatta_macconnelli_ssp	PLA	Atelidae	Alouatta	macconnelli	ssp	Ateles_hybridus_ssp	Alouatta_macconnelli_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2378362137	130365632	NA	NA	73251978337	4104726325	NA	NA	0.9642	0.9487	NA	NA	30.7993	31.4863	NA	NA	0.9	TRUE	6441795	4386445	66609711	2251191	176750	0	141583	3162800	0	94750	1954443248	106946935	F	1.0223	F	0.002244	0.001324	0.59	0.034081	0.029574	0	0.8678	0.001152	0.000886
PD_0417	PD_0417	Alouatta_macconnelli_ssp	PLA	Atelidae	Alouatta	macconnelli	ssp	Ateles_hybridus_ssp	Alouatta_macconnelli_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2381444161	129786430	NA	NA	87132621509	2690188222	NA	NA	0.9654	0.9444	NA	NA	36.5881	20.7278	NA	NA	0.9	TRUE	6256633	4613493	66439028	2379988	0	273575	0	0	3246752	55556	1954443248	106946935	M	0.5665	M	0.002361	0	0	0.033994	0	0.030359	0	0.001218	0.000519
PD_0175	PD_0175	Alouatta_palliata_ssp	PLA	Atelidae	Alouatta	palliata	ssp	Ateles_hybridus_ssp	Alouatta_palliata_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2375454611	130493100	NA	NA	87166215369	4873808229	NA	NA	0.963	0.9496	NA	NA	36.6945	37.3492	NA	NA	0.9	TRUE	1347427	939987	65681015	1029558	53159	0	31562	3142240	0	49347	1853867118	103176133	F	1.0178	F	0.000507	0.000306	0.6036	0.035429	0.030455	0	0.8596	0.000555	0.000478
SAMN07678036	SAMN07678036	Alouatta_palliata_ssp	PLA	Atelidae	Alouatta	palliata	ssp	Ateles_hybridus_ssp	Alouatta_palliata_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2298189026	127004564	NA	NA	46920796774	2819690534	NA	NA	0.9317	0.9242	NA	NA	20.4164	22.2015	NA	NA	0.9	TRUE	940130	1046751	53876337	13134769	36980	0	39566	2758974	0	440788	1853867118	103176133	Unknown	1.0874	F	0.000565	0.000383	0.6779	0.029062	0.02674	0	0.9201	0.007085	0.004272
SAMN10407140	SAMN10407140	Alouatta_palliata_ssp	PLA	Atelidae	Alouatta	palliata	ssp	Ateles_hybridus_ssp	Alouatta_palliata_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2306106946	126865439	NA	NA	16189091080	912100107	NA	NA	0.9349	0.9232	NA	NA	7.0201	7.1895	NA	NA	0.9	FALSE	183504	417360	10771807	57625316	7714	0	15572	533807	0	2719215	1853867118	103176133	F	1.0241	F	0.000225	0.000151	0.6711	0.00581	0.005174	0	0.8905	0.031084	0.026355
SAMN10407156	SAMN10407156	Alouatta_palliata_ssp	PLA	Atelidae	Alouatta	palliata	ssp	Ateles_hybridus_ssp	Alouatta_palliata_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2268700538	124790145	NA	NA	12457862632	687007840	NA	NA	0.9197	0.9081	NA	NA	5.4912	5.5053	NA	NA	0.9	FALSE	68296	267132	3647306	65015253	2734	0	9947	165106	0	3098521	1853867118	103176133	F	1.0026	F	0.000144	9.6e-05	0.6667	0.001967	0.0016	0	0.8134	0.03507	0.030031
SAMN10407285	SAMN10407285	Alouatta_palliata_ssp	PLA	Atelidae	Alouatta	palliata	ssp	Ateles_hybridus_ssp	Alouatta_palliata_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2128214820	97961729	NA	NA	7779347915	251996575	NA	NA	0.8628	0.7129	NA	NA	3.6553	2.5724	NA	NA	0.9	FALSE	8763	115382	346048	68527794	0	7037	0	0	125801	3143470	1853867118	103176133	M	0.7037	M	6.2e-05	0	0	0.000187	0	0.001219	0	0.036965	0.030467
SAMN10407294	SAMN10407294	Alouatta_palliata_ssp	PLA	Atelidae	Alouatta	palliata	ssp	Ateles_hybridus_ssp	Alouatta_palliata_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2272258342	114185934	NA	NA	12654348972	398623610	NA	NA	0.9212	0.8309	NA	NA	5.5691	3.491	NA	NA	0.9	FALSE	62687	373561	3947588	64614151	0	17854	0	0	462268	2796186	1853867118	103176133	M	0.6269	M	0.000202	0	0	0.002129	0	0.00448	0	0.034854	0.027101
PD_0025	PD_0025	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2377874128	130452112	NA	NA	80088986492	4548532909	NA	NA	0.964	0.9493	NA	NA	33.6809	34.8675	NA	NA	0.9	TRUE	26608902	4295945	67347908	2923063	771796	0	130272	3189142	0	109636	1966993304	107166810	F	1.0352	F	0.002184	0.001216	0.5568	0.034239	0.029759	0	0.8692	0.001486	0.001023
PD_0026	PD_0026	Alouatta_seniculus_puruensis	PLA	Atelidae	Alouatta	seniculus	puruensis	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2378776750	130377179	NA	NA	81819355003	4177712192	NA	NA	0.9643	0.9487	NA	NA	34.3956	32.0433	NA	NA	0.9	TRUE	26795067	3247773	67560316	3572662	765493	0	104459	3175250	0	155644	1966993304	107166810	F	0.9316	F	0.001651	0.000975	0.5906	0.034347	0.029629	0	0.8626	0.001816	0.001452
PD_0072	PD_0072	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2378443822	130428687	NA	NA	72254234907	4118838845	NA	NA	0.9642	0.9491	NA	NA	30.3788	31.5792	NA	NA	0.9	TRUE	26072481	4851657	66654621	3597059	742149	0	173592	3150814	0	134291	1966993304	107166810	F	1.0395	F	0.002467	0.00162	0.6567	0.033887	0.029401	0	0.8676	0.001829	0.001253
PD_0134	PD_0134	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2377934533	129962331	NA	NA	93656844998	3036825749	NA	NA	0.964	0.9457	NA	NA	39.3858	23.367	NA	NA	0.9	TRUE	26386560	4799112	67257359	2732787	0	869723	0	0	3277780	53343	1966993304	107166810	M	0.5933	M	0.00244	0	0	0.034193	0	0.030586	0	0.001389	0.000498
PD_0136	PD_0136	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2383656449	130143533	NA	NA	94864115389	3033126596	NA	NA	0.9663	0.947	NA	NA	39.7977	23.306	NA	NA	0.9	TRUE	25949064	5455087	66640088	3131579	0	869236	0	0	3270977	60633	1966993304	107166810	M	0.5856	M	0.002773	0	0	0.033879	0	0.030522	0	0.001592	0.000566
PD_0137	PD_0137	Alouatta_seniculus_puruensis	PLA	Atelidae	Alouatta	seniculus	puruensis	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2373929337	129584984	NA	NA	78549653736	2485293995	NA	NA	0.9624	0.943	NA	NA	33.0885	19.1789	NA	NA	0.9	TRUE	26148692	4307445	67140683	3578998	0	854789	0	0	3256935	89122	1966993304	107166810	M	0.5796	M	0.00219	0	0	0.034134	0	0.030391	0	0.00182	0.000832
PD_0297	PD_0297	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2373359736	130184909	NA	NA	67344488061	3934334023	NA	NA	0.9621	0.9473	NA	NA	28.3752	30.2211	NA	NA	0.9	TRUE	26066409	4784296	66745837	3579276	751269	0	161240	3165553	0	122784	1966993304	107166810	F	1.0651	F	0.002432	0.001505	0.6188	0.033933	0.029539	0	0.8705	0.00182	0.001146
PD_0298	PD_0298	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2375107600	129631857	NA	NA	66963344501	2156424159	NA	NA	0.9628	0.9433	NA	NA	28.1938	16.635	NA	NA	0.9	TRUE	25744232	5193553	66575107	3662926	0	861297	0	0	3248259	91290	1966993304	107166810	M	0.59	M	0.00264	0	0	0.033846	0	0.03031	0	0.001862	0.000852
PD_0412	PD_0412	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2374571227	129579803	NA	NA	70866957575	2270976119	NA	NA	0.9626	0.9429	NA	NA	29.8441	17.5257	NA	NA	0.9	TRUE	25944579	5181735	66843655	3205849	0	862610	0	0	3258588	79648	1966993304	107166810	M	0.5872	M	0.002634	0	0	0.033983	0	0.030407	0	0.00163	0.000743
PD_0413	PD_0413	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2367544691	129035560	NA	NA	65291448336	2241573782	NA	NA	0.9598	0.939	NA	NA	27.5777	17.3718	NA	NA	0.9	TRUE	23914171	5234071	62168414	9859162	0	832508	0	0	3131289	237049	1966993304	107166810	M	0.6299	M	0.002661	0	0	0.031606	0	0.029219	0	0.005012	0.002212
PD_0414	PD_0414	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2379362250	129990730	NA	NA	95897830717	3106891124	NA	NA	0.9646	0.9459	NA	NA	40.304	23.9009	NA	NA	0.9	TRUE	26213531	5304318	67100970	2556999	0	870010	0	0	3279354	51482	1966993304	107166810	M	0.593	M	0.002697	0	0	0.034113	0	0.0306	0	0.0013	0.00048
PD_0418	PD_0418	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2375321219	130358986	NA	NA	74135770157	4549732338	NA	NA	0.9629	0.9486	NA	NA	31.2108	34.9016	NA	NA	0.9	TRUE	26235631	4861674	66967924	3110589	753314	0	171154	3172477	0	103901	1966993304	107166810	F	1.1183	F	0.002472	0.001597	0.646	0.034046	0.029603	0	0.8695	0.001581	0.00097
PD_0419	PD_0419	Alouatta_seniculus_puruensis	PLA	Atelidae	Alouatta	seniculus	puruensis	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2379609719	129939206	NA	NA	81966961309	2632271700	NA	NA	0.9647	0.9456	NA	NA	34.4455	20.2577	NA	NA	0.9	TRUE	26337306	4696967	67096292	3045253	0	867576	0	0	3270021	63249	1966993304	107166810	M	0.5881	M	0.002388	0	0	0.034111	0	0.030513	0	0.001548	0.00059
PD_0422	PD_0422	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2372910637	130145083	NA	NA	69386409194	3990807558	NA	NA	0.962	0.9471	NA	NA	29.2411	30.6643	NA	NA	0.9	TRUE	26327499	4588514	67072165	3187640	761957	0	146328	3180685	0	111876	1966993304	107166810	F	1.0487	F	0.002333	0.001365	0.5851	0.034099	0.02968	0	0.8704	0.001621	0.001044
PD_0423	PD_0423	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2378571360	129957179	NA	NA	86018631216	2807189960	NA	NA	0.9643	0.9457	NA	NA	36.164	21.6009	NA	NA	0.9	TRUE	26146735	5241285	67045877	2741921	0	868531	0	0	3277042	55273	1966993304	107166810	M	0.5973	M	0.002665	0	0	0.034085	0	0.030579	0	0.001394	0.000516
PD_0424	PD_0424	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2379062953	129884751	NA	NA	79802626237	2552850712	NA	NA	0.9644	0.9452	NA	NA	33.5437	19.6547	NA	NA	0.9	TRUE	25904482	5386813	66658345	3226178	0	866661	0	0	3265791	68394	1966993304	107166810	M	0.5859	M	0.002739	0	0	0.033888	0	0.030474	0	0.00164	0.000638
PD_0425	PD_0425	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2375572645	130327779	NA	NA	72956224698	4208084962	NA	NA	0.963	0.9484	NA	NA	30.711	32.2885	NA	NA	0.9	TRUE	26394538	4561034	67141200	3079046	767303	0	138778	3187408	0	107357	1966993304	107166810	F	1.0514	F	0.002319	0.001295	0.5584	0.034134	0.029742	0	0.8713	0.001565	0.001002
PD_0426	PD_0426	Alouatta_seniculus_puruensis	PLA	Atelidae	Alouatta	seniculus	puruensis	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2375267560	129680090	NA	NA	73310144129	2362778719	NA	NA	0.9629	0.9437	NA	NA	30.864	18.2201	NA	NA	0.9	TRUE	25946182	5257260	66894590	3077786	0	865501	0	0	3265854	69491	1966993304	107166810	M	0.5903	M	0.002673	0	0	0.034009	0	0.030474	0	0.001565	0.000648
PD_0428	PD_0428	Alouatta_seniculus_ssp	PLA	Atelidae	Alouatta	seniculus	ssp	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2373885076	130168341	NA	NA	72162082995	3959475698	NA	NA	0.9624	0.9472	NA	NA	30.3983	30.4181	NA	NA	0.9	TRUE	26241205	4798582	66977820	3158211	752829	0	161384	3168664	0	117969	1966993304	107166810	F	1.0007	F	0.00244	0.001506	0.6172	0.034051	0.029568	0	0.8683	0.001606	0.001101
PD_0429	PD_0429	Alouatta_seniculus_puruensis	PLA	Atelidae	Alouatta	seniculus	puruensis	Ateles_hybridus_ssp	Alouatta_seniculus_ssp	2466757370	NA	NA	137420421	NA	NA	NA	NA	2385505345	129968186	NA	NA	52650162083	1909727786	NA	NA	0.9671	0.9458	NA	NA	22.0709	14.6938	NA	NA	0.9	TRUE	19375975	4078988	51685206	26035649	0	774307	0	0	2938749	487790	1966993304	107166810	M	0.6658	M	0.002074	0	0	0.026276	0	0.027422	0	0.013236	0.004552
